,category,compatibility,name,price,rating,size,total_languages,price_category
312, Business, OS X 10.9  ,Lindenbaum Conferencing,-1,0.0, 3.9 MB,4,0
313, Business, OS X 10.11  ,LimeLite,0,5.0, 7.2 MB,1,0
314, Productivity, OS X 10.11  ,LightArrow Organizer,-1,3.9, 16.9 MB,1,0
315, Business, OS X 10.8  ,Libertuus English - Spanish Business Dictionary,1,1.5, 6.2 MB,2,1
316, Business, OS X 10.9  ,LF-Factura,75,1.0, 2.2 MB,2,1
317, Business, OS 10.12  ,Lexis Red,0,0.0, 34.3 MB,1,0
318, Productivity, OS X 10.11  ,LetsDo,3,3.0, 7.6 MB,1,1
319, Business, OS X 10.7  ,Letterheads for Adobe InDesignÎÂ,4,0.0, 531 KB,1,1
320, Business, OS X 10.10  ,Legal Contracts - Business Document Templates,5,2.0, 13.1 MB,1,1
321, Business, OS X 10.7  ,Legal Contract & Document Templates - All-In-One Personal & Business Documents,5,2.5, 1.2 MB,1,1
322, Business, OS 10.13  ,Lease X,5,0.0, 14.5 MB,1,1
323, Graphics & Design, OS X 10.7  ,LearnForInventor2017,5,0.0, 1.2 GB,1,1
324, Graphics & Design, OS X 10.7  ,LearnForAutoDeskFusion360,5,4.0, 743.4 MB,1,1
325, Graphics & Design, OS X 10.7  ,LearnForAutoCAD2017,5,0.0, 1.4 GB,1,1
326, Business, OS X 10.7  ,LearnFor Word2016,4,0.0, 1.4 GB,1,1
327, Business, OS X 10.7  ,LearnFor Project2016,5,0.0, 2.4 GB,1,1
328, Business, OS X 10.7  ,LearnFor PowerPoint,4,1.0, 1.4 GB,1,1
329, Finance, OS X 10.7  ,LearnFor Excel2016,4,0.0, 1.2 GB,1,1
330, Business, OS X 10.7  ,Learn For Office365,3,1.0, 712.1 MB,1,1
331, Business, OS X 10.7  ,Learn For FileMaker,5,0.0, 626.6 MB,1,1
332, Business, OS 10.12  ,LeaderTask,0,1.0, 11.7 MB,2,0
333, Reference, OS X 10.8  ,Le Grand Robert v4.1,150,0.0, 306.1 MB,1,1
334, Reference, OS X 10.8  ,Collins-Robert Dictionary 2017,150,3.0, 781 MB,2,1
335, Business, OS X 10.6.6  ,Layout Expert for Keynote - Templates for Keynote,10,0.0, 454 MB,1,1
336, Business, OS X 10.8  ,Lawyers Software,30,5.0, 932.5 KB,1,1
337, Business, OS X 10.10  ,Lawn Care Software Pro,30,0.0, 744 KB,1,1
338, Business, OS X 10.6 or later,LawDocs,10,1.5, 9.3 MB,1,1
339, Business, OS 10.13  ,Late2Office Central,0,0.0, 14.8 MB,1,0
340, Productivity, OS 10.14  ,Larry's To-Do List,0,5.0, 3.9 MB,1,0
341, Utilities, OS X 10.6.8  ,LargeViewer PreRendering Helper for iOS,0,5.0, 18.8 MB,1,0
342, Productivity, OS X 10.9  ,Land Measure Pro,0,0.0, 7.8 MB,1,0
343, Developer Tools, OS X 10.7  ,LamaFree,0,0.0, 2 MB,1,0
344, Business, OS X 10.11  ,LaKeel Messenger,0,0.0, 7.8 MB,2,0
345, Utilities, OS X 10.5  ,Labels for Endicia and eBay Power Seller,0,1.8, 1.6 MB,1,0
346, Graphics & Design, OS 10.12  ,Labelist 10,25,2.0, 86.1 MB,1,1
347, Utilities, OS X 10.9.0  ,Label Printer Pro 7,10,2.2, 2.5 MB,2,1
348, Productivity, OS X 10.9  ,Kronos App for Time Tracking,2,0.0, 2.9 MB,2,1
349, Business, OS X 10.10.0  ,Konverse,0,0.0, 95.7 MB,50,0
350, Productivity, OS 10.13  ,Klokki Slim,0,4.7, 11.3 MB,2,0
351, Business, OS X 10.6.6 or later,Klammer,4,3.1, 1.2 MB,1,1
352, Business, OS X 10.9  ,Kiosk,-1,0.0, 11.3 MB,1,0
353, Utilities, OS X 10.10  ,KHRecordings Sound Desk Assistant,0,4.7, 600.7 KB,1,0
354, Developer Tools, OS X 10.11  ,Keyword Cleaner for ASO,1,0.0, 2.7 MB,2,1
355, Business, OS 10.13  ,KeyTalk client,0,0.0, 13.4 MB,4,0
356, Finance, OS X 10.8  ,KeyFutures,0,5.0, 9.8 MB,1,0
357, Productivity, OS 10.14 or later,Keynote,0,3.9, 438.3 MB,34,0
358, Utilities, OS X 10.7  ,Keychain2Go - Password Manager and Keychain Sync,20,4.0, 3.1 MB,1,1
359, Productivity, OS X 10.7 or later,Key Tracker,19,0.0, 7.3 MB,2,1
360, Utilities, OS X 10.10  ,Kerberos Ticket Autorenewal,2,5.0, 2.7 MB,1,1
361, Social Networking, OS X 10.11  ,KeeperChat,-1,4.3, 28.6 MB,18,0
362, Business, OS 10.12  ,KeepSolid Sign  eSign docs,0,3.4, 12.6 MB,1,0
363, Productivity, OS X 10.10  ,Kanji Checker,0,5.0, 629.3 KB,2,0
364, Productivity, OS 10.14  ,Kanbanier,0,4.5, 5.8 MB,3,0
365, Productivity, OS X 10.11  ,"Kanban board, project: Velvet",7,5.0, 4.8 MB,1,1
366, Productivity, OS 10.12  ,Kahua,0,3.0, 16.6 MB,1,0
367, Business, OS X 10.8  ,K-Templates,9,0.0, 6.4 MB,1,1
368, Productivity, OS X 10.6.6 or later,IsItUp,0,0.0, 9.3 MB,1,0
369, Utilities, OS X 10.11  ,InWork Assistant,0,0.0, 4.7 MB,3,0
370, Utilities, OS 10.13  ,IP,3,5.0, 133.7 KB,1,1
371, Business, OS 10.14  ,Ishikawa Diagram,3,0.0, 4.8 MB,1,1
372, Business, OS X 10.8  ,Invoicing,9,2.3, 15.1 MB,7,1
373, Business, OS X 10.10  ,Invoices Template for Word,6,0.0, 8.4 MB,1,1
374, Business, OS X 10.10  ,Invoices 3,40,0.0, 8.9 MB,1,1
375, Business, OS X 10.9  ,Invoices & Receipts Builder,0,1.0, 6.6 MB,2,0
376, Business, OS X 10.9.0  ,Invoices,7,5.0, 65.1 MB,50,1
377, Productivity, OS X 10.10  ,Invoice Templates for Pages,5,1.9, 47.3 MB,1,1
378, Business, OS X 10.9  ,Invoice Templates for MS Word,5,1.0, 70.9 MB,1,1
379, Business, OS X 10.8  ,Invoice Templates by Kenny - for Microsoft Word Edition,5,0.0, 2.4 MB,1,1
380, Business, OS X 10.11  ,Invoice Templates by DH,4,0.0, 85 MB,1,1
381, Business, OS X 10.10  ,Invoice Templates - Templates for Pages,6,0.0, 66.5 MB,1,1
382, Business, OS X 10.9  ,Invoice Professional,35,1.0, 4.1 MB,1,1
383, Business, OS X 10.7  ,Invoice Manager Pro,5,2.5, 16.8 MB,1,1
384, Productivity, OS X 10.10  ,Invoice Maker by ZDF,5,2.0, 8.9 MB,1,1
385, Business, OS X 10.7  ,Invoice Maker,2,1.0, 2.7 MB,6,1
386, Productivity, OS X 10.10  ,Invoice for Excel - US Letter Size,6,0.0, 14.7 MB,1,1
387, Business, OS X 10.7  ,Invoice Easy,3,3.2, 1.4 MB,1,1
388, Business, OS X 10.6.6 or later,Invoice,40,2.1, 4.9 MB,2,1
389, Utilities, OS X 10.11  ,Invisy VPN Best WiFi VPN Proxy,0,2.0, 3.4 MB,1,0
390, Business, OS 10.12  ,Inventory Tracker-Items orders,30,0.0, 3.8 MB,4,1
391, Productivity, OS X 10.11  ,Inventory Manager,5,3.4, 18.3 MB,1,1
392, Business, OS 10.15  ,Inventory for Business,0,5.0, 15.8 MB,25,0
393, Business, OS X 10.6.6 or later,Inventoria Plus,160,1.0, 2.3 MB,1,1
394, Business, OS X 10.9  ,Intickets PRN Print,0,0.0, 4 MB,0,0
395, Business, OS 10.15  ,Internal Phone Numbers,1,0.0, 599.9 KB,1,1
396, Productivity, OS 10.12.6  ,Intel Unitea,0,0.0, 13.9 MB,10,0
397, Utilities, OS X 10.10  ,Intego VirusBarrier Scanner,0,4.6, 130.4 MB,5,0
398, Education, OS X 10.8  ,Instructo Desktop,0,0.0, 543.3 KB,1,0
399, Business, OS X 10.9 or later,InStock,15,2.5, 4.7 MB,1,1
400, Business, OS 10.15  ,InstaPDF,0,4.4, 1.4 MB,1,0
401, Productivity, OS X 10.5 or later,Instant Fax Cover,5,2.7, 338.5 KB,1,1
402, Business, OS X 10.11  ,InstaCards - Business Card,11,1.5, 231.6 MB,1,1
403, Finance, OS X 10.11  ,Inspire Finance 4: Home Budget,0,4.0, 12.2 MB,5,0
404, Education, OS X 10.9  ,Insights,0,5.0, 120.9 MB,3,0
405, Business, OS 10.13  ,Innflutningur,1,0.0, 5 MB,1,1
406, Business, OS X 10.7 or later,InfoWave Client,0,1.0, 13.8 MB,1,0
407, Utilities, OS 10.12  ,InfoSlips,0,0.0, 12.4 MB,1,0
408, Productivity, OS 10.12  ,Informant,50,2.3, 41.5 MB,14,1
409, Business, OS X 10.11  ,Infographic Set for Template,3,1.6, 3.9 MB,1,1
410, Productivity, OS 10.15  ,Indigo Notes,0,0.0, 6.3 MB,1,0
411, Business, OS X 10.9  ,Indigo Boost,0,0.0, 20.7 MB,1,0
412, Finance, OS X 10.8  ,Income and Expenses,5,0.0, 1.2 MB,1,1
413, Utilities, OS X 10.6 or later,Incognito 2,-1,3.3, 428.6 KB,1,0
414, Productivity, OS X 10.10  ,JXCirrus Project Lite,0,0.0, 15.1 MB,1,0
415, Productivity, OS X 10.10  ,JXCirrus Project,38,0.0, 15.2 MB,1,1
416, Productivity, OS X 10.11  ,JustNoteIt,10,0.0, 4.9 MB,1,1
417, Finance, OS X 10.6.6 or later,Just Checking,15,3.0, 12.5 MB,0,1
418, Finance, OS X 10.8  ,Juros,4,0.0, 14.4 MB,0,1
419, Business, OS X 10.10  ,"Jump Desktop (RDP, VNC, Fluid)",30,4.8, 38.9 MB,1,1
420, Music, OS X 10.6  ,Jukeboxy Venue Player,-1,0.0, 19.4 MB,0,0
421, Productivity, OS X 10.11  ,JotTheDate,0,1.0, 5.7 MB,2,0
422, Productivity, OS X 10.10  ,JotSpot: Simple Word Processor,1,3.4, 4.9 MB,1,1
423, Productivity, OS X 10.7  ,JotSpot Lite,0,0.0, 1.2 MB,1,0
424, Business, OS X 10.10  ,JotForm,0,4.1, 5.1 MB,1,0
425, Utilities, OS X 10.6 or later,JollysFastVNC Pro - Fast and secure VNC / ARD remote access,40,4.2, 2.5 MB,1,1
426, Utilities, OS X 10.6 or later,JollysFastVNC Home - Fast and secure VNC / ARD remote access,18,3.3, 2.5 MB,1,1
427, Business, OS X 10.11  ,Job Sheet Timer,0,3.5, 1.3 MB,1,0
428, Business, OS X 10.9  ,Job Estimate Maker,0,0.0, 6.1 MB,2,0
429, Business, OS X 10.7  ,JavelinM,0,1.0, 1.9 MB,1,0
430, Business, OS X 10.9  ,JAC Digital,2,3.4, 8.7 MB,1,1
431, Business, OS X 10.9  ,JAC,2,4.5, 7.5 MB,1,1
432, Business, OS X 10.10  ,Incident Management Server,1,0.0, 5.9 MB,2,1
433, Business, OS X 10.11  ,Inbox for Outlook,5,2.8, 1.1 MB,1,1
434, Productivity, OS X 10.6.6 or later,Inbox Classic,0,4.8, 8.9 MB,1,0
435, Business, OS X 10.9  ,In-Mobility CRM,0,0.0, 6.1 MB,6,0
436, Business, OS X 10.10  ,In Stock App-Inventory Tracker,20,0.0, 4.7 MB,4,1
437, Business, OS X 10.7 or later,IMSeye Pro,0,2.0, 2 MB,3,0
438, Business, OS 10.13  ,Important URL Saver,1,0.0, 4.3 MB,1,1
439, Business, OS 10.12  ,Images To Pdf Document,2,0.0, 422.1 KB,1,1
440, Graphics & Design, OS X 10.7  ,Image2Vector - Converts Images to Vector Graphics,0,2.6, 5.2 MB,1,0
441, Productivity, OS 10.15  ,Image2Text OCR,0,0.0, 2.8 MB,1,0
442, Productivity, OS X 10.8 or later,Image-to-PDF-Free,0,1.4, 87.8 MB,1,0
443, Graphics & Design, OS X 10.8  ,Image Tools Pro,0,2.8, 3.2 MB,1,0
444, Productivity, OS X 10.6.6 or later,Image Shop - for Graphics Painting Tools & Pixel Editor,15,1.7, 8 MB,1,1
445, Business, OS X 10.10.0  ,Image Relay,0,5.0, 57.6 MB,50,0
446, Business, OS X 10.7  ,Image Processor,0,3.0, 1.6 MB,1,0
447, Photography, OS X 10.9  ,Image Dehazing,10,0.0, 4.1 MB,1,1
448, Business, OS X 10.8  ,Image 2 PDF Converter,2,1.0, 809.6 KB,1,1
449, Business, OS X 10.9.0  ,Idapt Planner 3D,0,1.0, 145.3 MB,1,0
450, Graphics & Design, OS X 10.9  ,ID Font Catalog,15,0.0, 7.2 MB,1,1
451, Graphics & Design, OS X 10.6.6  ,Icon Logo and Avatar Designer - Complete Version,15,1.0, 238.1 MB,1,1
452, Productivity, OS X 10.9  ,Icecream PDF Split & Merge PRO,5,5.0, 16.8 MB,1,1
453, Finance, OS X 10.8  ,IBAN CALC,1,0.0, 9.7 MB,0,1
454, Productivity, OS X 10.10  ,HueNote F,0,1.0, 1.8 MB,2,0
455, Productivity, OS X 10.10  ,HueNote,7,5.0, 2.3 MB,2,1
456, Productivity, OS X 10.11  ,HttpURL Manager,0,0.0, 920.2 KB,1,0
457, Utilities, OS 10.12  ,HTTPS Now for Safari,3,0.0, 4.8 MB,1,1
458, Business, OS X 10.7  ,Html2PDF Converter,-1,0.0, 2.7 MB,21,0
459, Business, OS X 10.8  ,HTML Email Signature - Outlook,3,4.4, 403.4 KB,1,1
460, Business, OS X 10.8  ,HTML Email Signature - Mail,3,4.0, 3.6 MB,1,1
461, Utilities, OS X 10.10  ,HP Easy Scan,0,2.4, 126.5 MB,16,0
462, Finance, OS X 10.11  ,House Flip Analysis,5,0.0, 1.8 MB,1,1
463, Business, OS X 10.6 or later,HOTPin,0,0.0, 1.7 MB,1,0
464, Finance, OS X 10.9  ,Hotelverwaltung,45,0.0, 133.9 MB,1,1
465, Finance, OS X 10.6.6 or later,Hotelmanagement,45,0.0, 92.5 MB,8,1
466, Productivity, OS X 10.6 or later,Hotel Manage,15,1.0, 1.7 MB,11,1
467, Business, OS X 10.6  ,Hoolie - Group Email Marketing Newsletter Software,50,1.0, 5.3 MB,1,1
468, Utilities, OS 10.14  ,Home Watch,5,0.0, 4.3 MB,1,1
469, Business, OS X 10.7.3  ,Home Business Card,12,1.0, 95 MB,1,1
470, Productivity, OS X 10.9  ,Holidays 2017 edition,0,5.0, 2 MB,1,0
471, Medical, OS 10.12  ,HL7 Analyzer,-1,3.0, 4.1 MB,1,0
472, Business, OS X 10.6.6 or later,HKVertrag,36,0.0, 10 MB,0,1
473, Graphics & Design, OS X 10.11  ,Hislide Templates for Keynote,0,3.7, 7.3 MB,1,0
474, Business, OS 10.13  ,Hiring Decision,0,0.0, 6.4 MB,1,0
475, Productivity, OS 10.12  ,Highland 2,0,4.7, 61.8 MB,1,0
476, Business, OS X 10.6.6  ,High Secure Shredder,50,0.0, 2.3 MB,1,1
477, Education, OS X 10.9  ,Hierarchy Flowchart Maker,15,1.8, 48.4 MB,2,1
478, Graphics & Design, OS X 10.9  ,Hidden,1,1.0, 4.5 MB,1,1
479, Business, OS X 10.6 or later,HFRVSM Remote View Software,0,4.5, 3.2 MB,2,0
480, Productivity, OS X 10.11  ,Hexatech VPN - Best VPN Proxy,0,4.7, 1.1 MB,1,0
481, Productivity, OS X 10.11  ,HexaTech VPN,0,3.5, 1.9 MB,1,0
482, Graphics & Design, OS X 10.11  ,Hero Templates for Pages,0,1.3, 137.6 MB,1,0
483, Graphics & Design, OS 10.13  ,Hero Templates for MS Word Mix,10,2.0, 1.9 GB,1,1
484, Graphics & Design, OS 10.12.2  ,Hero Templates for Keynote,15,1.0, 1.5 GB,1,1
485, Business, OS X 10.9  ,Hello Focus,0,1.0, 5 MB,1,0
486, Photography, OS X 10.7  ,HDR Expert - FX Image & High Dynamic Range Effects Tool,10,1.0, 5 MB,1,1
487, Business, OS X 10.7  ,HD Witness,0,0.0, 42.8 MB,1,0
488, Business, OS 10.13  ,Harvest,0,4.2, 7.6 MB,1,0
489, Business, OS X 10.8  ,Handy Templates - for MS PowerPoint Edition,10,0.0, 29.1 MB,1,1
490, Business, OS X 10.11  ,HanbiroTalk,0,5.0, 17.7 MB,5,0
491, Business, OS X 10.10  ,Hanbiro AutoSync,0,0.0, 9.6 MB,3,0
492, Productivity, OS X 10.10  ,Half Year Planner,4,2.7, 2.3 MB,3,1
493, Productivity, OS X 10.7  ,Hagoromo,18,5.0, 12.5 MB,2,1
494, Business, OS X 10.11  ,GroupsPro,3,1.0, 3.6 MB,16,1
495, Graphics & Design, OS X 10.9  ,GreatTemplates - Templates for Microsoft Office,30,3.7, 1.2 MB,1,1
496, Business, OS X 10.6.6  ,GreatForm - Templates for Excel,1,0.0, 16.8 MB,1,1
497, Business, OS X 10.8  ,Great Bundle - Templates for Microsoft Office,15,1.0, 251.7 MB,5,1
498, Education, OS X 10.7 or later,GRE Verbal section preparation,5,1.0, 2 MB,1,1
499, Productivity, OS X 10.6.6 or later,"Graphic Designer - Graphics Studio for Textures, Logos, Icons, Buttons & Texts",25,1.0, 9.9 MB,1,1
500, Graphics & Design, OS X 10.8  ,Graphic Designer - Graphics Sketcher & Vector Draw Design,15,0.0, 4.3 MB,1,1
501, Business, OS X 10.10 or later,Graphic Design Expert - Templates for Pages,20,5.0, 1.1 GB,1,1
502, Business, OS X 10.11  ,Graphic Design -Animation &SVG,20,0.0, 7.7 MB,1,1
503, Business, OS X 10.10  ,Graphic Author-Chart Maker App,5,0.0, 1.5 MB,11,1
504, Business, OS X 10.8.0  ,Grape - Team Communication,0,5.0, 77.2 MB,50,0
505, Business, OS X 10.9  ,Goods rental system,28,0.0, 134 MB,8,1
506, Productivity, OS 10.15  ,GoodNotes 5,8,4.5, 167.5 MB,14,1
507, Productivity, OS X 10.7  ,"Good PDF Reader - for Adobe PDF Viewer, Converter and Editor",20,2.8, 11.7 MB,11,1
508, Business, OS X 10.6.6  ,Goldratt SIM - Project Management,50,0.0, 63.8 MB,1,1
509, Business, OS X 10.6.6  ,Goldratt SIM - Managing Flow,100,0.0, 62.3 MB,1,1
510, Business, OS X 10.6.6  ,Goldratt SIM - Maintenance Depot,50,0.0, 64.5 MB,1,1
511, Business, OS X 10.6.6  ,Goldratt SIM - Gas Station,0,0.0, 52.1 MB,1,0
512, Business, OS X 10.10  ,GoldKeyVault,0,5.0, 12.1 MB,1,0
513, Business, OS X 10.11  ,GoBDocuments,80,0.0, 5.3 MB,2,1
514, Productivity, OS X 10.7 or later,Go Writer Lite,0,4.6, 6.8 MB,2,0
515, Productivity, OS X 10.5 or later,Go Word Pro - Word Processor for Microsoft Word Edition & Open Office Format,15,1.0, 3.5 MB,10,1
516, Productivity, OS X 10.6.8 or later,Go Word Plus - Quick Document Writer for Microsoft Office Word & OpenOffice,15,1.0, 2.8 MB,1,1
517, Business, OS X 10.6.8 or later,Go Word - for Microsoft Word Edition & Open Office Format,25,1.0, 2.8 MB,1,1
518, Business, OS X 10.9.0  ,GO Office 2019,40,3.7, 214.8 MB,30,1
519, Business, OS X 10.11  ,Go Docs - Templates for Microsoft Office,30,3.9, 1 MB,1,1
520, Business, OS 10.14  ,Gmelius for Safari,0,5.0, 5.8 MB,1,0
521, Education, OS X 10.7 or later,GMAT Verbal Exam prep,5,0.0, 2.2 MB,1,1
522, Business, OS X 10.11  ,GMap,2,3.8, 11.5 MB,1,1
523, Utilities, OS X 10.8  ,Gmail Contents Exporter,4,3.5, 5.1 MB,1,1
524, Productivity, OS X 10.7  ,Global VPN - With Free Subscription,-1,3.5, 17.9 MB,33,0
525, Developer Tools, OS X 10.11  ,GitLab Control,2,2.0, 8.7 MB,1,1
526, Productivity, OS 10.13  ,GigEconomy,22,1.0, 5.2 MB,1,1
527, Developer Tools, OS 10.13  ,Gitfox,0,0.0, 9.1 MB,1,0
528, Business, OS X 10.7 or later,GigaSync,29,0.0, 5.1 MB,3,1
529, Business, OS X 10.9  ,GiantStep Invoice,29,1.0, 1.8 MB,1,1
530, Finance, OS X 10.10  ,GetRate - Currency Exchange Rates,0,4.0, 6.6 MB,33,0
531, Productivity, OS X 10.9  ,Get It Done 5,0,3.4, 6 MB,1,0
532, Business, OS X 10.6.6 or later,Gestion des articles pour le magasin et l'entrept,34,0.0, 93.2 MB,1,1
533, Business, OS X 10.6.6 or later,Gestion des articles lou©s,28,0.0, 92.5 MB,1,1
534, Finance, OS X 10.9  ,Gestion de l'htel,45,0.0, 133.9 MB,1,1
535, Business, OS X 10.10.0  ,Gest-L Lite,0,0.0, 98.6 MB,1,0
536, Productivity, OS X 10.8  ,German Templates for MS Office,15,0.0, 1 GB,16,1
537, Productivity, OS X 10.8  ,German Templates For Microsoft Word 2016,8,0.0, 455.2 MB,10,1
538, Travel, OS 10.14  ,GeocodeIt,1,0.0, 3.7 MB,7,1
539, Finance, OS X 10.9 or later,GeneralLedger,15,1.0, 5 MB,1,1
540, Business, OS X 10.9  ,GeneralFinanceCalc,1,0.0, 3.4 MB,1,1
541, Finance, OS X 10.9  ,General Finance Calculator,1,0.0, 3.2 MB,1,1
542, Business, OS X 10.11  ,General DB,10,5.0, 2.8 MB,1,1
543, Business, OS X 10.10  ,GenChange,0,0.0, 6 MB,1,0
544, Utilities, OS X 10.10.0  ,GeeBoard - Advanced Web Search,-1,0.0, 5.5 MB,1,0
545, Education, OS X 10.7  ,GED Exam Prep,3,1.3, 5.4 MB,1,1
546, Productivity, OS X 10.11  ,GCal for Google Calendar,4,2.4, 338.5 KB,1,1
547, Business, OS X 10.7  ,GC,0,0.0, 19.4 MB,0,0
548, Business, OS X 10.10  ,"GBox - email client for ""Inbox by Gmail""",1,3.6, 780.9 KB,1,1
549, Business, OS X 10.9  ,Galaxkey,0,5.0, 9.8 MB,2,0
550, Productivity, OS 10.12  ,GAget - for Google Analytics,2,2.1, 16.8 MB,2,1
551, Business, OS X 10.6.6 or later,GAEB.direkt,0,0.0, 5.7 MB,0,0
552, Business, OS 10.12  ,GA.TODAY Widget for Google Analytics,3,3.0, 3.5 MB,1,1
553, Business, OS X 10.7  ,Fuel for PowerPoint Lite - Themes & Templates for MS PowerPoint Presentations,0,1.5, 6.2 MB,1,0
554, Productivity, OS X 10.7  ,Fuel for Pages Lite - Document Templates & Themes with Design,0,3.8, 40.3 MB,1,0
555, Productivity, OS X 10.7  ,Fuel for MS Word Lite - Document Templates & Themes with Design,0,2.0, 67.7 MB,1,0
556, Productivity, OS X 10.7  ,Fuel for Keynote Lite - Themes & Templates for Keynote Presentations,0,3.0, 16.4 MB,1,0
557, Graphics & Design, OS X 10.11  ,Fuel for iWork - Templates & Themes,40,5.0, 1.3 GB,1,1
558, Business, OS X 10.9  ,Fuel - Templates for MS Office,40,1.0, 1.4 GB,1,1
559, Productivity, OS X 10.10  ,FTRD - Hierarchical Leitner Box,0,1.0, 596.6 KB,1,0
560, Productivity, OS X 10.7  ,FTP On The Go,5,1.0, 3.2 MB,1,1
561, Business, OS X 10.7  ,FSOT Geography Exam Prep,5,1.0, 567.9 KB,1,1
562, Productivity, OS X 10.9.0  ,Freework - Time Tracking,0,3.0, 53.3 MB,50,0
563, Business, OS 10.13  ,FreelanceStation,60,0.0, 16.1 MB,2,1
564, Business, OS X 10.6  ,Free Templates Bundle for Office,0,2.2, 60.6 MB,1,0
565, Productivity, OS X 10.11  ,Foxmail,0,3.5, 15.4 MB,2,0
566, Productivity, OS X 10.6.6 or later,FormMate,22,5.0, 3.6 MB,1,1
567, Utilities, OS X 10.6 or later,Form Printer Pro,5,1.0, 3.2 MB,1,1
568, Finance, OS 10.12  ,Forex Signals Crypto Signals,0,3.0, 1.4 MB,1,0
569, Finance, OS X 10.11  ,Foresight,18,0.0, 5.7 MB,1,1
570, Business, OS X 10.9  ,FORDATA VDR Viewer,0,0.0, 8.9 MB,1,0
571, Business, OS X 10.10  ,FORDATA VDR Uploader,0,0.0, 8.6 MB,1,0
572, Utilities, OS X 10.9  ,Foobars GS1 Barcode Generator,3,2.5, 613 KB,1,1
573, Graphics & Design, OS X 10.8  ,FontsView NIF Edition,5,0.0, 17.8 MB,2,1
574, Graphics & Design, OS X 10.11  ,FontsView 4,16,0.0, 26 MB,1,1
575, Utilities, OS X 10.6.6  ,Folder Sync Pro,5,5.0, 1.1 MB,1,1
576, Productivity, OS X 10.7  ,Folder Subdivide,0,5.0, 658.4 KB,2,0
577, Utilities, OS X 10.8.0  ,Folder Snapshot Utility: for quick backup copies,5,2.5, 13.7 MB,0,1
578, Productivity, OS X 10.7 or later,Folder Inventory,1,5.0, 7.1 MB,7,1
579, Utilities, OS X 10.8  ,Folder Dater,3,5.0, 1.1 MB,1,1
580, Productivity, OS X 10.11  ,Focused - Minimal Markdown App,20,3.5, 32.1 MB,1,1
581, Productivity, OS X 10.9  ,Focus Matrix Task Manager,0,4.4, 9.1 MB,1,0
582, Productivity, OS X 10.10  ,Focus - Highlight front window,2,0.0, 3.2 MB,1,1
583, Productivity, OS 10.12  ,Flyingbee Reader Pro,20,3.0, 9.4 MB,1,1
584, Productivity, OS 10.12  ,Flyingbee Reader for PDF,0,4.3, 9.4 MB,1,0
585, Productivity, OS X 10.9  ,Flyer Templates for Photoshop,10,0.0, 401.2 MB,1,1
586, Productivity, OS X 10.9  ,Flyer Templates for InDesign,10,1.0, 70.2 MB,1,1
587, Productivity, OS X 10.10  ,Flyer Design - Flyer Templates for Word,5,5.0, 228.7 MB,1,1
588, Productivity, OS X 10.10  ,Flyer Design - Flyer Templates for Pages,5,1.0, 276.4 MB,1,1
589, Business, OS 10.14  ,Fluence for Confluence,-1,4.0, 4.2 MB,1,0
590, Business, OS X 10.10.0  ,Flow: Plan. Organize. Track.,0,5.0, 80.2 MB,50,0
591, Utilities, OS X 10.9  ,Flow VPN,-1,4.7, 25.4 MB,33,0
592, Graphics & Design, OS X 10.11  ,FloorDesign,14,4.0, 30.1 MB,21,1
593, Business, OS X 10.9.0  ,Flock: Team Communication App,0,4.5, 69.8 MB,1,0
594, Travel, OS X 10.7  ,Flight Tracker Pro,5,1.1, 2.1 MB,1,1
595, Education, OS X 10.9.0  ,Flexcel,0,3.9, 70.1 MB,50,0
596, Productivity, OS X 10.11  ,Fleet: The Multibrowser,-1,4.9, 2.1 MB,2,0
597, Productivity, OS X 10.8  ,Fleep,0,5.0, 1.2 MB,1,0
598, Productivity, OS X 10.10  ,Flee Task Lists,5,3.7, 518.7 KB,1,1
599, Social Networking, OS X 10.9  ,Flamingo for Messenger,3,1.0, 248.4 KB,1,1
600, Business, OS X 10.10  ,Firmao,0,2.0, 301.6 KB,1,0
601, Productivity, OS 10.12  ,Firetask Pro,40,3.4, 6.7 MB,3,1
602, Business, OS X 10.7.4 or later,Find And Replace,10,0.0, 10.9 MB,1,1
603, Utilities, OS X 10.10  ,Fingerprint,10,0.0, 2.8 MB,1,1
604, Finance, OS 10.12  ,FinCalc,0,2.0, 3.7 MB,1,0
605, Productivity, OS X 10.7  ,Vorlagen flr Numbers 2,9,0.0, 76.5 MB,2,1
606, Business, OS X 10.9  ,Financial Calculators,3,3.5, 3.1 MB,1,1
607, Finance, OS X 10.9  ,Finance Terminal,17,0.0, 77.6 MB,1,1
608, Finance, OS 10.13  ,Finance Calculator,3,3.0, 6.2 MB,1,1
609, Finance, OS X 10.6.6  ,Finan,4,0.0, 1.9 MB,3,1
610, Productivity, OS 10.12  ,Final Draft 11,200,4.8, 60.8 MB,1,1
611, Business, OS X 10.10  ,"Filter Lens Party X Pro - Color Filters, Perfect Selfie plus Textures",45,0.0, 62 MB,12,1
612, Education, OS X 10.6.6  ,Filter Designer,0,5.0, 6.6 MB,1,0
613, Graphics & Design, OS X 10.8  ,FillForm,6,5.0, 5.9 MB,1,1
614, Business, OS X 10.7  ,FileXChange,8,1.0, 15.4 MB,2,1
615, Productivity, OS X 10.8  ,Files United,2,2.0, 404.1 KB,1,1
616, Utilities, OS 10.13  ,Files Finder,0,0.0, 3.8 MB,1,0
